Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
3,02-09-2023,31.7,75,577,6.2,31
3,03-09-2023,31.7,69,439,6.3,32
3,04-09-2023,31.7,50,516,6.5,33
3,05-09-2023,32,72,741,6.8,34
3,06-09-2023,32.1,72,492,6,35
3,07-09-2023,31.5,75,762,6.2,36
3,08-09-2023,29.8,78,525,6,37
3,09-09-2023,20.1,80,428,6.5,38
3,10-09-2023,31.1,79,794,6.3,39
3,11-09-2023,31.2,73,460,6.7,40
3,12-09-2023,31.2,69,403,6.6,41
3,13-09-2023,30.4,54,480,6.7,42
3,14-09-2023,29.1,73,747,6.1,43
3,15-09-2023,30.6,58,479,6.7,44
3,16-09-2023,31.5,73,691,6.7,45
3,17-09-2023,30.5,75,517,6.4,46
3,18-09-2023,29.7,72,549,6.6,47
4,03-08-2023,33.4,62,547,6.7,1
4,04-08-2023,33.5,54,609,6.7,2
4,05-08-2023,33.4,60,794,6.3,3
4,06-08-2023,33.4,58,562,6,4
4,07-08-2023,33.4,57,726,6.1,5
4,08-08-2023,32.3,59,442,6.7,6
4,09-08-2023,32.3,65,598,6.4,7
4,10-08-2023,22.7,57,549,6.5,8
4,11-08-2023,31.9,69,785,6.7,9
4,12-08-2023,30.2,66,762,6.3,10
4,13-08-2023,30.1,70,419,6.1,11
4,14-08-2023,30.1,64,525,6.2,12
4,15-08-2023,30.1,66,608,6.7,13
4,16-08-2023,29.8,52,458,6.3,14
4,17-08-2023,29.6,59,571,6,15
4,18-08-2023,30.9,57,747,6.7,16
4,19-08-2023,30.8,77,518,6.7,17
4,20-08-2023,30.9,66,490,6.3,18
4,21-08-2023,30.2,71,502,6.7,19
4,22-08-2023,30.5,58,631,6.1,20
4,23-08-2023,30.8,58,735,6.4,21
4,24-08-2023,31.3,73,418,6.7,22
4,25-08-2023,31.4,63,740,6.1,23
4,26-08-2023,31.4,53,402,6.7,24
4,27-08-2023,30.1,66,652,6.6,25
4,28-08-2023,29.4,56,437,6.7,26
4,29-08-2023,28.7,73,558,6.5,27
4,30-08-2023,29.1,71,525,6.6,28
4,31-08-2023,29.2,63,604,6.5,29
4,01-09-2023,31.7,68,787,6.6,30
4,02-09-2023,31.7,71,711,6.8,31
4,03-09-2023,31.7,69,546,6.3,32
4,04-09-2023,31.7,71,485,6.2,33
4,05-09-2023,32,71,497,6.7,34
4,06-09-2023,32.1,51,577,6.1,35
4,07-09-2023,31.5,60,647,6.5,36
4,08-09-2023,29.8,78,564,6.2,37
4,09-09-2023,20.1,51,530,6.2,38
4,10-09-2023,31.1,63,543,6.3,39
4,11-09-2023,31.2,50,491,6.2,40
4,12-09-2023,31.2,72,729,6.6,41
4,13-09-2023,30.4,64,698,6.1,42
4,14-09-2023,29.1,62,530,6.8,43
4,15-09-2023,30.6,58,764,6.4,44
4,16-09-2023,31.5,63,654,6.7,45
4,17-09-2023,31.3,71,652,6.8,46
4,18-09-2023,30.8,63,754,6.1,47
4,19-09-2023,30.6,62,641,6.2,48
5,03-08-2023,33.4,67,651,6.3,1
5,04-08-2023,33.5,53,684,6.6,2
5,05-08-2023,33.4,54,449,6.1,3
5,06-08-2023,33.4,76,572,6.6,4
5,07-08-2023,33.4,67,571,6.7,5
5,08-08-2023,32.3,50,481,6.5,6
5,09-08-2023,32.3,74,558,6.7,7
5,10-08-2023,22.7,59,652,6.5,8
5,11-08-2023,31.9,54,637,6.7,9
5,12-08-2023,30.2,77,417,6.8,10
5,13-08-2023,30.1,79,429,6.2,11
5,14-08-2023,30.1,63,500,6.5,12
5,15-08-2023,30.1,75,675,6.8,13
5,16-08-2023,29.8,78,624,6.3,14
5,17-08-2023,29.6,65,525,6.3,15
5,18-08-2023,30.9,78,778,6,16
5,19-08-2023,30.8,68,678,6.1,17
5,20-08-2023,30.9,57,502,6.7,18
5,21-08-2023,30.2,67,766,6.1,19
5,22-08-2023,30.5,78,722,6.2,20
5,23-08-2023,30.8,61,460,6.2,21
5,24-08-2023,31.3,57,587,6.5,22
5,25-08-2023,31.4,53,646,6.2,23
5,26-08-2023,31.4,55,749,6.7,24
5,27-08-2023,30.1,52,468,6.7,25
5,28-08-2023,29.4,67,470,6.4,26
5,29-08-2023,28.7,58,565,6.5,27
5,30-08-2023,29.1,75,516,6.5,28
5,31-08-2023,29.2,54,410,6.6,29
5,01-09-2023,31.7,66,763,6.1,30
5,02-09-2023,31.7,56,413,6.4,31
5,03-09-2023,31.7,67,468,6.2,32
5,04-09-2023,31.7,66,422,6.5,33
5,05-09-2023,32,66,661,6.2,34
5,06-09-2023,32.1,72,605,6.2,35
5,07-09-2023,31.5,70,768,6.8,36
5,08-09-2023,29.8,65,645,6.3,37
5,09-09-2023,20.1,54,661,6.3,38
5,10-09-2023,31.1,76,573,6.4,39
5,11-09-2023,31.2,52,471,6.7,40
5,12-09-2023,31.2,72,738,6.2,41
5,13-09-2023,30.4,60,529,6.1,42
5,14-09-2023,29.1,58,576,6.2,43
5,15-09-2023,30.6,77,453,6.1,44
5,16-09-2023,31.5,80,483,6.5,45
6,03-08-2023,33.4,66,795,6.1,1
6,04-08-2023,33.5,77,738,6.5,2
6,05-08-2023,33.4,66,662,6.4,3
6,06-08-2023,33.4,56,653,6.3,4
6,07-08-2023,33.4,62,521,6.7,5
6,08-08-2023,32.3,65,482,6.7,6
6,09-08-2023,32.3,60,620,6.6,7
6,10-08-2023,22.7,74,740,6.6,8
6,11-08-2023,31.9,73,760,6.3,9
6,12-08-2023,30.2,71,485,6.4,10
6,13-08-2023,30.1,59,648,6.1,11
6,14-08-2023,30.1,64,490,6.6,12
6,15-08-2023,30.1,74,425,6.1,13
6,16-08-2023,29.8,78,755,6.8,14
6,17-08-2023,29.6,50,437,6.6,15
6,18-08-2023,30.9,59,666,6.4,16
6,19-08-2023,30.8,58,583,6.6,17
6,20-08-2023,30.9,56,568,6.2,18
6,21-08-2023,30.2,73,662,6.2,19
6,22-08-2023,30.5,63,553,6.5,20
6,23-08-2023,30.8,54,474,6.7,21
6,24-08-2023,31.3,51,596,6.5,22
6,25-08-2023,31.4,73,614,6.7,23
6,26-08-2023,31.4,52,500,6.2,24
6,27-08-2023,30.1,51,474,6.2,25
6,28-08-2023,29.4,76,515,6.5,26
6,29-08-2023,28.7,65,693,6,27
6,30-08-2023,29.1,68,782,6.2,28
6,31-08-2023,29.2,59,626,6.6,29
6,01-09-2023,31.7,77,512,6.5,30
6,02-09-2023,31.7,77,742,6.5,31
6,03-09-2023,31.7,53,757,6.5,32
6,04-09-2023,31.7,77,456,6.8,33
6,05-09-2023,32,64,642,6.4,34
6,06-09-2023,32.1,61,517,6.7,35
6,07-09-2023,31.5,56,701,6,36
6,08-09-2023,29.8,74,793,6.7,37
6,09-09-2023,20.1,55,490,6.5,38
6,10-09-2023,31.1,71,555,6.2,39
6,11-09-2023,31.2,56,549,6.5,40
6,12-09-2023,31.2,57,793,6.4,41
6,13-09-2023,30.4,68,491,6.6,42
6,14-09-2023,29.1,68,789,6.2,43
6,15-09-2023,30.6,61,741,6.3,44
6,16-09-2023,31.5,71,591,6.4,45
7,03-08-2023,33.4,74,459,6.5,1
7,04-08-2023,33.5,78,598,6.3,2
7,05-08-2023,33.4,51,507,6.1,3
7,06-08-2023,33.4,58,583,6.1,4
7,07-08-2023,33.4,75,555,6.2,5
7,08-08-2023,32.3,61,684,6.7,6
7,09-08-2023,32.3,64,769,6.1,7
7,10-08-2023,22.7,70,566,6,8
7,11-08-2023,31.9,68,763,6.5,9
7,12-08-2023,30.2,80,782,6.5,10
7,13-08-2023,30.1,68,432,6.4,11
7,14-08-2023,30.1,56,676,6.8,12
7,15-08-2023,30.1,52,780,6.5,13
7,16-08-2023,29.8,53,778,6.1,14
7,17-08-2023,29.6,58,491,6.6,15
7,18-08-2023,30.9,72,536,6.8,16
7,19-08-2023,30.8,60,701,6.3,17
7,20-08-2023,30.9,77,730,6.4,18
7,21-08-2023,30.2,51,619,6.3,19
7,22-08-2023,30.5,71,503,6.2,20
7,23-08-2023,30.8,58,503,6.2,21
7,24-08-2023,31.3,57,552,6.1,22
7,25-08-2023,31.4,77,617,6.5,23
7,26-08-2023,31.4,61,640,6.6,24
7,27-08-2023,30.1,55,600,6.5,25
7,28-08-2023,29.4,79,670,6.7,26
7,29-08-2023,28.7,63,541,6,27
7,30-08-2023,29.1,62,498,6.5,28
7,31-08-2023,29.2,80,426,6.6,29
7,01-09-2023,31.7,52,583,6.5,30
7,02-09-2023,31.7,67,696,6.7,31
7,03-09-2023,31.7,71,781,6.6,32
7,04-09-2023,31.7,79,436,6.7,33
7,05-09-2023,32,78,466,6.6,34
7,06-09-2023,32.1,76,472,6.5,35
7,07-09-2023,31.5,54,749,6.8,36
7,08-09-2023,29.8,54,645,6.4,37
7,09-09-2023,20.1,63,555,6.2,38
7,10-09-2023,31.1,53,545,6.2,39
7,11-09-2023,31.2,53,800,6.7,40
7,12-09-2023,31.2,52,468,6.7,41
7,13-09-2023,30.4,52,777,6.6,42
7,14-09-2023,29.1,60,459,6.6,43
7,15-09-2023,30.6,69,787,6,44
7,16-09-2023,31.5,72,508,6.3,45
7,17-09-2023,29.1,62,696,6.5,46
7,18-09-2023,30.5,58,600,6.2,47
8,03-08-2023,33.4,76,650,6,1
8,04-08-2023,33.5,77,457,6.3,2
8,05-08-2023,33.4,72,454,6.7,3
8,06-08-2023,33.4,71,673,6.4,4
8,07-08-2023,33.4,78,700,6,5
8,08-08-2023,32.3,63,588,6.7,6
8,09-08-2023,32.3,59,434,6.4,7
8,10-08-2023,22.7,60,708,6.6,8
8,11-08-2023,31.9,64,699,6.6,9
8,12-08-2023,30.2,55,403,6.6,10
8,13-08-2023,30.1,77,606,6.3,11
8,14-08-2023,30.1,57,763,6.3,12
8,15-08-2023,30.1,59,727,6.2,13
8,16-08-2023,29.8,51,649,6.4,14
8,17-08-2023,29.6,74,586,6.5,15
8,18-08-2023,30.9,70,415,6.6,16
8,19-08-2023,30.8,62,422,6.4,17
8,20-08-2023,30.9,76,781,6.5,18
8,21-08-2023,30.2,79,742,6.7,19
8,22-08-2023,30.5,53,715,6.1,20
8,23-08-2023,30.8,59,411,6,21
8,24-08-2023,31.3,67,553,6.1,22
8,25-08-2023,31.4,73,565,6.2,23
8,26-08-2023,31.4,79,619,6.3,24
8,27-08-2023,30.1,68,542,6.7,25
8,28-08-2023,29.4,54,559,6.2,26
8,29-08-2023,28.7,78,779,6.5,27
8,30-08-2023,29.1,72,630,6.4,28
8,31-08-2023,29.2,55,483,6.4,29
8,01-09-2023,31.7,61,775,6.6,30
8,02-09-2023,31.7,54,458,6.6,31
8,03-09-2023,31.7,76,438,6.5,32
8,04-09-2023,31.7,63,538,6.4,33
8,05-09-2023,32,75,697,6.7,34
8,06-09-2023,32.1,50,605,6.4,35
8,07-09-2023,31.5,75,555,6.6,36
8,08-09-2023,29.8,75,484,6.2,37
8,09-09-2023,20.1,69,763,6.8,38
8,10-09-2023,31.1,75,698,6.7,39
8,11-09-2023,31.2,76,720,6.5,40
8,12-09-2023,31.2,51,768,6.1,41
8,13-09-2023,30.4,78,472,6.2,42
8,14-09-2023,29.1,51,458,6.2,43
8,15-09-2023,30.6,50,632,6.2,44
8,16-09-2023,31.5,65,546,6.2,45
9,03-08-2023,33.4,72,693,6.4,1
9,04-08-2023,33.5,80,434,6,2
9,05-08-2023,33.4,70,671,6.3,3
9,06-08-2023,33.4,64,613,6.1,4
9,07-08-2023,33.4,79,731,6.3,5
9,08-08-2023,32.3,70,658,6.3,6
9,09-08-2023,32.3,62,538,6.6,7
9,10-08-2023,22.7,72,455,6.2,8
9,11-08-2023,31.9,62,646,6.7,9
9,12-08-2023,30.2,74,563,6.8,10
9,13-08-2023,30.1,80,791,6.4,11
9,14-08-2023,30.1,72,473,6.6,12
9,15-08-2023,30.1,52,602,6.3,13
9,16-08-2023,29.8,66,613,6.3,14
9,17-08-2023,29.6,63,613,6.7,15
9,18-08-2023,30.9,79,569,6.4,16
9,19-08-2023,30.8,73,610,6.5,17
9,20-08-2023,30.9,57,746,6.2,18
9,21-08-2023,30.2,66,607,6.1,19
9,22-08-2023,30.5,71,464,6.3,20
9,23-08-2023,30.8,70,474,6.1,21
9,24-08-2023,31.3,59,461,6.1,22
9,25-08-2023,31.4,61,667,6.2,23
9,26-08-2023,31.4,69,721,6.1,24
9,27-08-2023,30.1,50,775,6.6,25
9,28-08-2023,29.4,74,445,6.1,26
9,29-08-2023,28.7,78,635,6.5,27
9,30-08-2023,29.1,73,684,6.7,28
9,31-08-2023,29.2,54,784,6,29
9,01-09-2023,31.7,66,597,6.1,30
9,02-09-2023,31.7,77,501,6.4,31
9,03-09-2023,31.7,55,490,6.4,32
9,04-09-2023,31.7,55,468,6.2,33
9,05-09-2023,32,66,680,6.4,34
9,06-09-2023,32.1,70,561,6.7,35
9,07-09-2023,31.5,54,697,6,36
9,08-09-2023,29.8,61,629,6.7,37
9,09-09-2023,20.1,66,644,6.4,38
9,10-09-2023,31.1,69,726,6.7,39
9,11-09-2023,31.2,65,573,6.2,40
9,12-09-2023,31.2,80,793,6.6,41
9,13-09-2023,30.4,51,663,6.5,42
9,14-09-2023,29.1,67,516,6.3,43
9,15-09-2023,30.6,58,455,6.7,44
9,16-09-2023,31.5,78,722,6.1,45
9,17-09-2023,31.3,66,505,6.2,46
10,03-08-2023,33.4,66,503,6.5,1
10,04-08-2023,33.5,58,414,6.5,2
10,05-08-2023,33.4,76,679,6.1,3
10,06-08-2023,33.4,56,607,6.4,4
10,07-08-2023,33.4,53,527,6.3,5
10,08-08-2023,32.3,75,658,6.3,6
10,09-08-2023,32.3,72,623,6.7,7
10,10-08-2023,22.7,74,778,6.6,8
10,11-08-2023,31.9,67,512,6.4,9
10,12-08-2023,30.2,60,800,6.7,10
10,13-08-2023,30.1,52,471,6.2,11
10,14-08-2023,30.1,62,552,6.8,12
10,15-08-2023,30.1,74,701,6.6,13
10,16-08-2023,29.8,51,594,6.5,14
10,17-08-2023,29.6,73,419,6.2,15
10,18-08-2023,30.9,73,579,6.1,16
10,19-08-2023,30.8,50,493,6,17
10,20-08-2023,30.9,53,721,6.4,18
10,21-08-2023,30.2,77,778,6.2,19
10,22-08-2023,30.5,67,668,6.8,20
10,23-08-2023,30.8,57,609,6.6,21
10,24-08-2023,31.3,64,746,6.3,22
10,25-08-2023,31.4,79,725,6.2,23
10,26-08-2023,31.4,60,593,6.3,24
10,27-08-2023,30.1,77,560,6.5,25
10,28-08-2023,29.4,74,597,6.6,26
10,29-08-2023,28.7,56,613,6.6,27
10,30-08-2023,29.1,59,704,6.5,28
10,31-08-2023,29.2,54,585,6.5,29
10,01-09-2023,31.7,59,616,6.1,30
10,02-09-2023,31.7,78,697,6.4,31
10,03-09-2023,31.7,71,623,6.1,32
10,04-09-2023,31.7,69,649,6.4,33
10,05-09-2023,32,72,440,6.2,34
10,06-09-2023,32.1,72,469,6.3,35
10,07-09-2023,31.5,72,603,6.4,36
10,08-09-2023,29.8,57,440,6.6,37
10,09-09-2023,20.1,69,648,6.7,38
10,10-09-2023,31.1,68,538,6.7,39
10,11-09-2023,31.2,71,586,6.1,40
10,12-09-2023,31.2,58,794,6.6,41
10,13-09-2023,30.4,69,674,6.3,42
10,14-09-2023,29.1,63,782,6.5,43
10,15-09-2023,30.6,78,578,6.3,44
10,16-09-2023,31.5,67,638,6.2,45
11,03-08-2023,33.4,57,695,6.1,1
11,04-08-2023,33.5,63,706,6.6,2
11,05-08-2023,33.4,63,716,6.6,3
11,06-08-2023,33.4,50,734,6.4,4
11,07-08-2023,33.4,55,431,6.2,5
11,08-08-2023,32.3,54,730,6.7,6
11,09-08-2023,32.3,69,529,6.3,7
11,10-08-2023,22.7,56,489,6.4,8
11,11-08-2023,31.9,58,514,6.2,9
11,12-08-2023,30.2,51,752,6.2,10
11,13-08-2023,30.1,74,557,6.2,11
11,14-08-2023,30.1,50,620,6.1,12
11,15-08-2023,30.1,64,511,6.5,13
11,16-08-2023,29.8,74,462,6.6,14
11,17-08-2023,29.6,75,760,6.4,15
11,18-08-2023,30.9,80,704,6.6,16
11,19-08-2023,30.8,76,466,6.1,17
11,20-08-2023,30.9,61,565,6.4,18
11,21-08-2023,30.2,75,602,6.2,19
11,22-08-2023,30.5,71,602,6.7,20
11,23-08-2023,30.8,53,537,6.7,21
11,24-08-2023,31.3,76,620,6.6,22
11,25-08-2023,31.4,75,539,6.5,23
11,26-08-2023,31.4,79,509,6.3,24
11,27-08-2023,30.1,76,489,6.3,25
11,28-08-2023,29.4,52,589,6.1,26
11,29-08-2023,28.7,72,695,6.5,27
11,30-08-2023,29.1,69,421,6.1,28
11,31-08-2023,29.2,62,402,6.7,29
11,01-09-2023,31.7,55,765,6.5,30
11,02-09-2023,31.7,67,473,6.7,31
11,03-09-2023,31.7,54,749,6.3,32
11,04-09-2023,31.7,76,452,6.3,33
11,05-09-2023,32,63,539,6.6,34
11,06-09-2023,32.1,56,519,6.7,35
11,07-09-2023,31.5,80,424,6.6,36
11,08-09-2023,29.8,57,476,6.3,37
11,09-09-2023,20.1,50,662,6,38
11,10-09-2023,31.1,67,552,6.5,39
11,11-09-2023,31.2,52,671,6.4,40
11,12-09-2023,31.2,66,402,6.6,41
11,13-09-2023,30.4,60,690,6.3,42
11,14-09-2023,29.1,55,660,6.3,43
11,15-09-2023,30.6,63,692,6.1,44
11,16-09-2023,31.5,79,508,6.5,45
11,17-09-2023,32.1,62,589,6.4,46
11,18-09-2023,31.2,75,519,6.3,47
12,03-08-2023,33.4,77,611,6.2,1
12,04-08-2023,33.5,58,442,6.7,2
12,05-08-2023,33.4,75,756,6.6,3
12,06-08-2023,33.4,60,732,6.1,4
12,07-08-2023,33.4,71,640,6.3,5
12,08-08-2023,32.3,71,515,6.6,6
12,09-08-2023,32.3,60,435,6.4,7
12,10-08-2023,22.7,58,517,6.2,8
12,11-08-2023,31.9,55,602,6.2,9
12,12-08-2023,30.2,51,711,6,10
12,13-08-2023,30.1,59,712,6.1,11
12,14-08-2023,30.1,64,529,6.8,12
12,15-08-2023,30.1,53,791,6.8,13
12,16-08-2023,29.8,78,710,6.6,14
12,17-08-2023,29.6,70,497,6.3,15
12,18-08-2023,30.9,59,585,6.6,16
12,19-08-2023,30.8,62,742,6.7,17
12,20-08-2023,30.9,70,628,6.7,18
12,21-08-2023,30.2,58,595,6.5,19
12,22-08-2023,30.5,54,463,6.1,20
12,23-08-2023,30.8,72,450,6.7,21
12,24-08-2023,31.3,71,485,6,22
12,25-08-2023,31.4,73,501,6.2,23
12,26-08-2023,31.4,72,483,6.6,24
12,27-08-2023,30.1,73,598,6.5,25
12,28-08-2023,29.4,63,682,6.5,26
12,29-08-2023,28.7,66,577,6.1,27
12,30-08-2023,29.1,72,497,6.6,28
12,31-08-2023,29.2,78,756,6.1,29
12,01-09-2023,31.7,75,467,6.4,30
12,02-09-2023,31.7,60,450,6.1,31
12,03-09-2023,31.7,74,591,6.2,32
12,04-09-2023,31.7,73,693,6.5,33
12,05-09-2023,32,75,467,6.7,34
12,06-09-2023,32.1,55,537,6,35
12,07-09-2023,31.5,69,630,6.4,36
12,08-09-2023,29.8,58,612,6.8,37
12,09-09-2023,20.1,58,752,6.2,38
12,10-09-2023,31.1,73,435,6.3,39
12,11-09-2023,31.2,60,616,6.5,40
12,12-09-2023,31.2,64,438,6,41
12,13-09-2023,30.4,56,507,6.4,42
12,14-09-2023,29.1,51,423,6.5,43
12,15-09-2023,30.6,71,538,6.4,44
12,16-09-2023,31.5,72,735,6,45
13,03-08-2023,33.4,59,544,6.8,1
13,04-08-2023,33.5,52,452,6.2,2
13,05-08-2023,33.4,71,789,6.2,3
13,06-08-2023,33.4,63,583,6.5,4
13,07-08-2023,33.4,77,657,6.5,5
13,08-08-2023,32.3,67,435,6.3,6
13,09-08-2023,32.3,72,459,6.1,7
13,10-08-2023,22.7,54,663,6.6,8
13,11-08-2023,31.9,73,415,6.3,9
13,12-08-2023,30.2,73,546,6.8,10
13,13-08-2023,30.1,77,696,6.1,11
13,14-08-2023,30.1,56,656,6.6,12
13,15-08-2023,30.1,73,476,6.3,13
13,16-08-2023,29.8,75,739,6.7,14
13,17-08-2023,29.6,71,772,6.3,15
13,18-08-2023,30.9,51,692,6.7,16
13,19-08-2023,30.8,52,565,6.3,17
13,20-08-2023,30.9,65,463,6.4,18
13,21-08-2023,30.2,63,458,6.2,19
13,22-08-2023,30.5,66,693,6.2,20
13,23-08-2023,30.8,68,667,6.5,21
13,24-08-2023,31.3,55,490,6.8,22
13,25-08-2023,31.4,52,486,6.7,23
13,26-08-2023,31.4,73,626,6.5,24
13,27-08-2023,30.1,53,740,6.7,25
13,28-08-2023,29.4,60,539,6.1,26
13,29-08-2023,28.7,57,475,6.5,27
13,30-08-2023,29.1,75,719,6.4,28
13,31-08-2023,29.2,59,492,6.7,29
13,01-09-2023,31.7,77,425,6.8,30
13,02-09-2023,31.7,77,626,6.2,31
13,03-09-2023,31.7,56,509,6.5,32
13,04-09-2023,31.7,69,518,6,33
13,05-09-2023,32,71,744,6.2,34
13,06-09-2023,32.1,64,416,6.6,35
13,07-09-2023,31.5,52,724,6.8,36
13,08-09-2023,29.8,62,423,6.8,37
13,09-09-2023,20.1,78,419,6.4,38
13,10-09-2023,31.1,50,653,6.6,39
13,11-09-2023,31.2,71,589,6.7,40
13,12-09-2023,31.2,51,724,6.3,41
13,13-09-2023,30.4,65,415,6.1,42
13,14-09-2023,29.1,66,609,6.2,43
13,15-09-2023,30.6,57,475,6.1,44
13,16-09-2023,31.5,69,732,6.5,45
14,03-08-2023,33.4,56,535,6.2,1
14,04-08-2023,33.5,76,664,6,2
14,05-08-2023,33.4,59,498,6.3,3
14,06-08-2023,33.4,63,511,6.6,4
14,07-08-2023,33.4,53,589,6.3,5
14,08-08-2023,32.3,51,574,6.7,6
14,09-08-2023,32.3,61,522,6.3,7
14,10-08-2023,22.7,68,714,6.6,8
14,11-08-2023,31.9,76,630,6.7,9
14,12-08-2023,30.2,78,514,6.7,10
14,13-08-2023,30.1,75,602,6,11
14,14-08-2023,30.1,75,769,6.5,12
14,15-08-2023,30.1,69,501,6.1,13
